,query acc.,query length,subject accs.,subject length,evalue,bit score,q. start,q. end,% query coverage per hsp,s. start,s. end,subject title,family
49,1.A.12.1.3-Q53G01,251,CDD:166458,265.0,4.19e-25,99.7,16,237,88.0,56.0,255.0,"PLN02817, PLN02817, glutathione dehydrogenase (ascorbate).",1.A.12
50,1.A.12.1.3-Q53G01,251,CDD:166019,213.0,1.85e-18,80.9,16,230,86.0,3.0,196.0,"PLN02378, PLN02378, glutathione S-transferase DHAR1.",1.A.12
51,1.A.12.1.3-Q53G01,251,CDD:198310,121.0,3.5e-14,67.1,110,237,51.0,6.0,114.0,"cd03201, GST_C_DHAR, C-terminal, alpha helical domain of Dehydroascorbate Reductase.  Glutathione S-transferase (GST) C-terminal domain family, Dehydroascorbate Reductase (DHAR) subfamily; composed of plant-specific DHARs, which are monomeric enzymes catalyzing the reduction of DHA into ascorbic acid (AsA) using glutathione as the reductant. DHAR allows plants to recycle oxidized AsA before it is lost. AsA serves as a cofactor of violaxanthin de-epoxidase in the xanthophyll cycle and as an antioxidant in the detoxification of reactive oxygen species. Because AsA is the major reductant in plants, DHAR serves to regulate their redox state. It has been suggested that a significant portion of DHAR activity is plastidic, acting to reduce the large amounts of ascorbate oxidized during hydrogen peroxide scavenging by ascorbate peroxidase. DHAR contains a conserved cysteine in its active site and in addition to its reductase activity, shows thiol transferase activity similar to glutaredoxins.",1.A.12
52,1.A.12.1.3-Q53G01,251,CDD:433184,68.0,1.23e-12,61.1,32,95,25.0,2.0,68.0,"pfam13409, GST_N_2, Glutathione S-transferase, N-terminal domain.  This family is closely related to pfam02798.",1.A.12
53,1.A.12.1.3-Q53G01,251,CDD:238319,71.0,1.47e-08,50.3,31,93,25.0,8.0,71.0,"cd00570, GST_N_family, Glutathione S-transferase (GST) family, N-terminal domain; a large, diverse group of cytosolic dimeric proteins involved in cellular detoxification by catalyzing the conjugation of  glutathione (GSH) with a wide range of endogenous and xenobiotic alkylating agents, including carcinogens, therapeutic drugs, environmental toxins and products of oxidative stress. In addition, GSTs also show GSH peroxidase activity and are involved in the synthesis of prostaglandins and leukotrienes. This family, also referred to as soluble GSTs, is the largest family of GSH transferases and is only distantly related to the mitochondrial GSTs (GSTK subfamily, a member of the DsbA family). Soluble GSTs bear no structural similarity to microsomal GSTs (MAPEG family) and display additional activities unique to their group, such as catalyzing thiolysis, reduction  and isomerization of certain compounds. The GST fold contains an N-terminal TRX-fold domain and a C-terminal alpha helical domain, with an active site located in a cleft between the two domains. Based on sequence similarity, different classes of GSTs have been identified, which display varying tissue distribution, substrate specificities and additional specific activities. In humans, GSTs display polymorphisms which may influence individual susceptibility to diseases such as cancer, arthritis, allergy and sclerosis. Some GST family members with non-GST functions include glutaredoxin 2, the CLIC subfamily of anion channels, prion protein Ure2p, crystallins, metaxin 2 and stringent starvation protein A.",1.A.12
54,1.A.12.1.3-Q53G01,251,CDD:433190,75.0,8.17e-06,42.6,32,95,25.0,7.0,70.0,"pfam13417, GST_N_3, Glutathione S-transferase, N-terminal domain.  ",1.A.12
55,1.A.12.1.3-Q53G01,251,CDD:239358,71.0,1.74e-05,41.6,32,93,25.0,9.0,65.0,"cd03060, GST_N_Omega_like, GST_N family, Omega-like subfamily; composed of uncharacterized proteins with similarity to class Omega GSTs. GSTs are cytosolic dimeric proteins involved in cellular detoxification by catalyzing the conjugation of glutathione (GSH) with a wide range of endogenous and xenobiotic alkylating agents, including carcinogens, therapeutic drugs, environmental toxins and products of oxidative stress. The GST fold contains an N-terminal TRX-fold domain and a C-terminal alpha helical domain, with an active site located in a cleft between the two domains. Class Omega GSTs show little or no GSH-conjugating activity towards standard GST substrates. Instead, they catalyze the GSH dependent reduction of protein disulfides, dehydroascorbate and monomethylarsonate, activities which are more characteristic of glutaredoxins. Like Omega enzymes, proteins in this subfamily contain a conserved cysteine equivalent to the first cysteine in the CXXC motif of glutaredoxins, which is a redox active residue capable of reducing GSH mixed disulfides in a monothiol mechanism.",1.A.12
56,1.A.12.1.3-Q53G01,251,CDD:239357,73.0,6.22e-05,40.4,31,94,25.0,8.0,71.0,"cd03059, GST_N_SspA, GST_N family, Stringent starvation protein A (SspA) subfamily; SspA is a RNA polymerase (RNAP)-associated protein required for the lytic development of phage P1 and for stationary phase-induced acid tolerance of E. coli. It is implicated in survival during nutrient starvation. SspA adopts the GST fold with an N-terminal TRX-fold domain and a C-terminal alpha helical domain, but it does not bind glutathione (GSH) and lacks GST activity. SspA is highly conserved among gram-negative bacteria. Related proteins found in Neisseria (called RegF), Francisella and Vibrio regulate the expression of virulence factors necessary for pathogenesis.",1.A.12
57,1.A.12.1.3-Q53G01,251,CDD:223698,211.0,7.61e-05,42.5,31,227,78.0,8.0,198.0,"COG0625, Gst, Glutathione S-transferase [Posttranslational modification, protein turnover, chaperones].",1.A.12
58,1.A.12.1.3-Q53G01,251,CDD:198290,123.0,0.000547,38.7,125,204,32.0,30.0,96.0,"cd03181, GST_C_EF1Bgamma_like, Glutathione S-transferase C-terminal-like, alpha helical domain of the Gamma subunit of Elongation Factor 1B and similar proteins.  Glutathione S-transferase (GST) C-terminal domain family, Gamma subunit of Elongation Factor 1B (EF1Bgamma) subfamily; EF1Bgamma is part of the eukaryotic translation elongation factor-1 (EF1) complex which plays a central role in the elongation cycle during protein biosynthesis. EF1 consists of two functionally distinct units, EF1A and EF1B. EF1A catalyzes the GTP-dependent binding of aminoacyl-tRNA to the ribosomal A site concomitant with the hydrolysis of GTP. The resulting inactive EF1A:GDP complex is recycled to the active GTP form by the guanine-nucleotide exchange factor EF1B, a complex composed of at least two subunits, alpha and gamma. Metazoan EFB1 contain a third subunit, beta. The EF1B gamma subunit contains a GST fold consisting of an N-terminal thioredoxin-fold domain and a C-terminal alpha helical domain. The GST-like domain of EF1Bgamma is believed to mediate the dimerization of the EF1 complex, which in yeast is a dimer of the heterotrimer EF1A:EF1Balpha:EF1Bgamma. In addition to its role in protein biosynthesis, EF1Bgamma may also display other functions. The recombinant rice protein has been shown to possess GSH conjugating activity. The yeast EF1Bgamma binds to membranes in a calcium dependent manner and is also part of a complex that binds to the msrA (methionine sulfoxide reductase) promoter suggesting a function in the regulation of its gene expression. Also included in this subfamily is the GST_C-like domain at the N-terminus of human valyl-tRNA synthetase (ValRS) and its homologs. Metazoan ValRS forms a stable complex with Elongation Factor-1H (EF-1H), and together, they catalyze consecutive steps in protein biosynthesis, tRNA aminoacylation and its transfer to EF.",1.A.12
59,1.A.12.1.3-Q53G01,251,CDD:198344,103.0,0.000634,38.1,126,219,37.0,30.0,101.0,"cd10424, GST_C_9, C-terminal, alpha helical domain of an unknown subfamily 9 of Glutathione S-transferases.  Glutathione S-transferase (GST) C-terminal domain family, unknown subfamily 9; composed of uncharacterized proteins with similarity to GSTs. GSTs are cytosolic dimeric proteins involved in cellular detoxification by catalyzing the conjugation of glutathione (GSH) with a wide range of endogenous and xenobiotic alkylating agents, including carcinogens, therapeutic drugs, environmental toxins, and products of oxidative stress. GSTs also show GSH peroxidase activity and are involved in the synthesis of prostaglandins and leukotrienes. The GST fold contains an N-terminal thioredoxin-fold domain and a C-terminal alpha helical domain, with an active site located in a cleft between the two domains. GSH binds to the N-terminal domain while the hydrophobic substrate occupies a pocket in the C-terminal domain.",1.A.12
60,1.A.12.1.4-Q96NY7,704,CDD:129941,236.0,9.07e-144,419.0,471,704,33.0,3.0,236.0,"TIGR00862, Chloride_intracellular_channel_protein_1, intracellular chloride channel protein.  The Organellar Chloride Channel (O-ClC) Family (TC 1.A.12) Proteins of the O-ClC family are voltage-sensitive chloride channels found in intracellular membranes but not the plasma membranes of animal cells. They are found in human nuclear membranes, and the bovine protein targets to the microsomes, but not the plasma membrane, when expressed in Xenopus laevis oocytes. These proteins are thought to function in the regulation of the membrane potential and in transepithelial ion absorption and secretion in the kidney. [Transport and binding proteins, Anions].",1.A.12
61,1.A.12.1.4-Q96NY7,704,CDD:198334,140.0,6.819999999999999e-106,318.0,563,702,20.0,1.0,140.0,"cd10301, GST_C_CLIC6, C-terminal, alpha helical domain of Chloride Intracellular Channel 6.  Glutathione S-transferase (GST) C-terminal domain family, Chloride Intracellular Channel (CLIC) 6 subfamily; CLICs are auto-inserting, self-assembling intracellular anion channels involved in a wide variety of functions including regulated secretion, cell division, and apoptosis. They can exist in both water-soluble and membrane-bound states and are found in various vesicles and membranes, and they may play roles in the maintenance of these intracellular membranes. The membrane localization domain is present in the N-terminal part of the protein. Structures of soluble CLICs reveal that they adopt a fold similar to GSTs, containing an N-terminal domain with a thioredoxin fold and a C-terminal alpha helical domain. CLIC6 is expressed predominantly in the stomach, pituitary, and brain. It interacts with D2-like dopamine receptors directly and through scaffolding proteins. CLIC6 may be involved in the regulation of secretion, possibly through chloride ion transport regulation.",1.A.12
62,1.A.12.1.4-Q96NY7,704,CDD:198329,141.0,1.38e-86,268.0,563,703,20.0,1.0,141.0,"cd10296, GST_C_CLIC4, C-terminal, alpha helical domain of Chloride Intracellular Channel 4.  Glutathione S-transferase (GST) C-terminal domain family, Chloride Intracellular Channel (CLIC) 4 subfamily; CLICs are auto-inserting, self-assembling intracellular anion channels involved in a wide variety of functions including regulated secretion, cell division, and apoptosis. They can exist in both water-soluble and membrane-bound states and are found in various vesicles and membranes, and they may play roles in the maintenance of these intracellular membranes. The membrane localization domain is present in the N-terminal part of the protein. Structures of soluble CLICs reveal that they adopt a fold similar to GSTs, containing an N-terminal domain with a thioredoxin fold and a C-terminal alpha helical domain. CLIC4, also known as p64H1, is expressed ubiquitously and its localization varies depending on the nature of the cells and tissues, from the plasma membrane to subcellular compartments including the nucleus, mitochondria, ER, and the trans-Golgi network, among others. In response to cellular stress such as DNA damage and senescence, cytoplasmic CLIC4 translocates to the nucleus, where it acts on the TGF-beta pathway. Studies on knockout mice suggest that CLIC4 also plays an important role in angiogenesis, specifically in network formation, capillary sprouting, and lumen formation. CLIC4 has been found to induce apoptosis in several cell types and to retard the growth of grafted tumors in vivo.",1.A.12
63,1.A.12.1.4-Q96NY7,704,CDD:198330,141.0,5.5e-86,266.0,563,703,20.0,1.0,141.0,"cd10297, GST_C_CLIC5, C-terminal, alpha helical domain of Chloride Intracellular Channel 5.  Glutathione S-transferase (GST) C-terminal domain family, Chloride Intracellular Channel (CLIC) 5 subfamily; CLICs are auto-inserting, self-assembling intracellular anion channels involved in a wide variety of functions including regulated secretion, cell division, and apoptosis. They can exist in both water-soluble and membrane-bound states and are found in various vesicles and membranes, and they may play roles in the maintenance of these intracellular membranes. The membrane localization domain is present in the N-terminal part of the protein. Structures of soluble CLICs reveal that they adopt a fold similar to GSTs, containing an N-terminal domain with a thioredoxin fold and a C-terminal alpha helical domain. CLIC5 exists in two alternatively-spliced isoforms, CLIC5A or CLIC5B (also called p64). It is expressed at high levels in hair cell stereocilia and is associated with the actin cytoskeleton and ezrin. A recessive mutation in the CLIC5 gene in mice led to the lack of coordination and deafness, due to a defect in the basal region of the hair bundle causing stereocilia to degrade. CLIC5 is therefore essential for normal inner ear function. CLIC5 is also highly expressed in podocytes where it is colocalized with the ezrin/radixin/moesin (ERM) complex. It is essential for foot process integrity, and for podocyte morphology and function.",1.A.12
64,1.A.12.1.4-Q96NY7,704,CDD:198331,138.0,1.39e-71,228.0,563,701,20.0,1.0,138.0,"cd10298, GST_C_CLIC2, C-terminal, alpha helical domain of Chloride Intracellular Channel 2.  Glutathione S-transferase (GST) C-terminal domain family, Chloride Intracellular Channel (CLIC) 2 subfamily; CLICs are auto-inserting, self-assembling intracellular anion channels involved in a wide variety of functions including regulated secretion, cell division, and apoptosis. They can exist in both water-soluble and membrane-bound states and are found in various vesicles and membranes, and they may play roles in the maintenance of these intracellular membranes. The membrane localization domain is present in the N-terminal part of the protein. Structures of soluble CLICs reveal that they adopt a fold similar to GSTs, containing an N-terminal domain with a thioredoxin fold and a C-terminal alpha helical domain. CLIC2 contains an intramolecular disulfide bond and exists as a monomer regardless of redox conditions, in contrast to CLIC1 which forms a dimer under oxidizing conditions. It is expressed in most tissues except the brain, and is highly expressed in the lung, spleen, and in cardiac and skeletal muscles. CLIC2 interacts with ryanodine receptors (cardiac RyR2 and skeletal RyR1) and modulates their activity, suggesting that CLIC2 may function in the regulation of calcium release and signaling in cardiac and skeletal muscles.",1.A.12
65,1.A.12.1.4-Q96NY7,704,CDD:198333,139.0,3.18e-69,222.0,563,701,20.0,1.0,139.0,"cd10300, GST_C_CLIC1, C-terminal, alpha helical domain of Chloride Intracellular Channel 1.  Glutathione S-transferase (GST) C-terminal domain family, Chloride Intracellular Channel (CLIC) 1 subfamily; CLICs are auto-inserting, self-assembling intracellular anion channels involved in a wide variety of functions including regulated secretion, cell division, and apoptosis. They can exist in both water-soluble and membrane-bound states and are found in various vesicles and membranes, and they may play roles in the maintenance of these intracellular membranes. The membrane localization domain is present in the N-terminal part of the protein. Soluble CLIC1 is monomeric and adopts a fold similar to GSTs, containing an N-terminal domain with a thioredoxin fold and a C-terminal alpha helical domain. Upon oxidation, the N-terminal domain of CLIC1 undergoes a structural change to form a non-covalent dimer stabilized by the formation of an intramolecular disulfide bond between two cysteines that are far apart in the reduced form. The CLIC1 dimer bears no similarity to GST dimers. The redox-controlled structural rearrangement exposes a large hydrophobic surface, which is masked by dimerization in vitro. In vivo, this surface may represent the docking interface of CLIC1 in its membrane-bound state. The two cysteines in CLIC1 that form the disulfide bond in oxidizing conditions are essential for dimerization and chloride channel activity. CLIC1 is widely expressed in many tissues and its subcellular localization is dependent on cell type and cell cycle phase. It acts as a sensor of cell oxidation and appears to have a role in diseases that involve oxidative stress including tumorigenic and neurodegenerative diseases.",1.A.12
66,1.A.12.1.4-Q96NY7,704,CDD:198307,119.0,3.8100000000000003e-66,213.0,563,697,19.0,1.0,119.0,"cd03198, GST_C_CLIC, C-terminal, alpha helical domain of Chloride Intracellular Channels.  Glutathione S-transferase (GST) C-terminal domain family, Chloride Intracellular Channel (CLIC) subfamily; composed of CLICs (CLIC1-6 in vertebrates), p64, parchorin, and similar proteins. They are auto-inserting, self-assembling intracellular anion channels involved in a wide variety of functions including regulated secretion, cell division, and apoptosis. They can exist in both water-soluble and membrane-bound states and are found in various vesicles and membranes, and they may play roles in the maintenance of these intracellular membranes. Biochemical studies of the Caenorhabditis elegans homolog, EXC-4, show that the membrane localization domain is present in the N-terminal part of the protein. CLICs display structural plasticity, with CLIC1 adopting two soluble conformations. The structure of soluble human CLIC1 reveals that it is monomeric and adopts a fold similar to GSTs, containing an N-terminal domain with a thioredoxin fold and a C-terminal alpha helical domain. Upon oxidation, the N-terminal domain of CLIC1 undergoes a structural change to form a non-covalent dimer stabilized by the formation of an intramolecular disulfide bond between two cysteines that are far apart in the reduced form. The CLIC1 dimer bears no similarity to GST dimers. The redox-controlled structural rearrangement exposes a large hydrophobic surface, which is masked by dimerization in vitro. In vivo, this surface may represent the docking interface of CLIC1 in its membrane-bound state. The two cysteines in CLIC1 that form the disulfide bond in oxidizing conditions are essential for dimerization and chloride channel activity, however, in other subfamily members, the second cysteine is not conserved.",1.A.12
67,1.A.12.1.4-Q96NY7,704,CDD:198332,133.0,3.43e-57,190.0,563,697,19.0,1.0,133.0,"cd10299, GST_C_CLIC3, C-terminal, alpha helical domain of Chloride Intracellular Channel 3.  Glutathione S-transferase (GST) C-terminal domain family, Chloride Intracellular Channel (CLIC) 3 subfamily; CLICs are auto-inserting, self-assembling intracellular anion channels involved in a wide variety of functions including regulated secretion, cell division, and apoptosis. They can exist in both water-soluble and membrane-bound states and are found in various vesicles and membranes, and they may play roles in the maintenance of these intracellular membranes. The membrane localization domain is present in the N-terminal part of the protein. Structures of soluble CLICs reveal that they adopt a fold similar to GSTs, containing an N-terminal domain with a thioredoxin fold and a C-terminal alpha helical domain. CLIC3 is highly expressed in placental tissues, and may play a role in fetal development.",1.A.12
68,1.A.12.1.4-Q96NY7,704,CDD:239359,91.0,4.31e-51,172.0,471,556,12.0,6.0,91.0,"cd03061, GST_N_CLIC, GST_N family, Chloride Intracellular Channel (CLIC) subfamily; composed of CLIC1-5, p64, parchorin and similar proteins. They are auto-inserting, self-assembling intracellular anion channels involved in a wide variety of functions including regulated secretion, cell division and apoptosis. They can exist in both water-soluble and membrane-bound states, and are found in various vesicles and membranes. Biochemical studies of the C. elegans homolog, EXC-4, show that the membrane localization domain is present in the N-terminal part of the protein. The structure of soluble human CLIC1 reveals that it is monomeric and it adopts a fold similar to GSTs, containing an N-terminal domain with a TRX fold and a C-terminal alpha helical domain. Upon oxidation, the N-terminal domain of CLIC1 undergoes a structural change to form a non-covalent dimer stabilized by the formation of an intramolecular disulfide bond between two cysteines that are far apart in the reduced form. The CLIC1 dimer bears no similarity to GST dimers. The redox-controlled structural rearrangement exposes a large hydrophobic surface, which is masked by dimerization in vitro. In vivo, this surface may represent the docking interface of CLIC1 in its membrane-bound state. The two cysteines in CLIC1 that form the disulfide bond in oxidizing conditions are essential for dimerization and chloride channel activity, however, in other subfamily members, the second cysteine is not conserved.",1.A.12
69,1.A.12.1.4-Q96NY7,704,CDD:166458,265.0,7.9699999999999995e-25,104.0,484,685,29.0,70.0,248.0,"PLN02817, PLN02817, glutathione dehydrogenase (ascorbate).",1.A.12
70,1.A.12.1.4-Q96NY7,704,CDD:166019,213.0,7.33e-19,85.5,482,685,29.0,15.0,196.0,"PLN02378, PLN02378, glutathione S-transferase DHAR1.",1.A.12
71,1.A.12.1.4-Q96NY7,704,CDD:198310,121.0,4.93e-17,77.5,564,692,18.0,5.0,114.0,"cd03201, GST_C_DHAR, C-terminal, alpha helical domain of Dehydroascorbate Reductase.  Glutathione S-transferase (GST) C-terminal domain family, Dehydroascorbate Reductase (DHAR) subfamily; composed of plant-specific DHARs, which are monomeric enzymes catalyzing the reduction of DHA into ascorbic acid (AsA) using glutathione as the reductant. DHAR allows plants to recycle oxidized AsA before it is lost. AsA serves as a cofactor of violaxanthin de-epoxidase in the xanthophyll cycle and as an antioxidant in the detoxification of reactive oxygen species. Because AsA is the major reductant in plants, DHAR serves to regulate their redox state. It has been suggested that a significant portion of DHAR activity is plastidic, acting to reduce the large amounts of ascorbate oxidized during hydrogen peroxide scavenging by ascorbate peroxidase. DHAR contains a conserved cysteine in its active site and in addition to its reductase activity, shows thiol transferase activity similar to glutaredoxins.",1.A.12
72,1.A.12.1.4-Q96NY7,704,CDD:433184,68.0,2.99e-11,59.2,487,550,9.0,2.0,68.0,"pfam13409, GST_N_2, Glutathione S-transferase, N-terminal domain.  This family is closely related to pfam02798.",1.A.12
73,1.A.12.1.4-Q96NY7,704,CDD:236090,824.0,4.64e-11,66.2,9,382,53.0,391.0,799.0,"PRK07764, PRK07764, DNA polymerase III subunits gamma and tau; Validated.",1.A.12
74,1.A.12.1.4-Q96NY7,704,CDD:236090,824.0,4.89e-11,66.2,2,420,60.0,389.0,812.0,"PRK07764, PRK07764, DNA polymerase III subunits gamma and tau; Validated.",1.A.12
75,1.A.12.1.4-Q96NY7,704,CDD:236090,824.0,1.2e-10,65.0,11,441,61.0,364.0,804.0,"PRK07764, PRK07764, DNA polymerase III subunits gamma and tau; Validated.",1.A.12
76,1.A.12.1.4-Q96NY7,704,CDD:236090,824.0,1.39e-06,51.5,1,198,28.0,607.0,795.0,"PRK07764, PRK07764, DNA polymerase III subunits gamma and tau; Validated.",1.A.12
77,1.A.12.1.4-Q96NY7,704,CDD:236090,824.0,4.24e-05,46.9,2,193,27.0,631.0,824.0,"PRK07764, PRK07764, DNA polymerase III subunits gamma and tau; Validated.",1.A.12
78,1.A.12.1.4-Q96NY7,704,CDD:273344,1096.0,2.07e-10,64.2,25,273,35.0,642.0,867.0,"TIGR00927, retinal_rod, K+-dependent Na+/Ca+ exchanger.  [Transport and binding proteins, Cations and iron carrying compounds].",1.A.12
79,1.A.12.1.4-Q96NY7,704,CDD:273344,1096.0,1.78e-09,61.2,5,243,34.0,636.0,867.0,"TIGR00927, retinal_rod, K+-dependent Na+/Ca+ exchanger.  [Transport and binding proteins, Cations and iron carrying compounds].",1.A.12
80,1.A.12.1.4-Q96NY7,704,CDD:273344,1096.0,3.07e-07,53.8,52,328,39.0,619.0,898.0,"TIGR00927, retinal_rod, K+-dependent Na+/Ca+ exchanger.  [Transport and binding proteins, Cations and iron carrying compounds].",1.A.12
81,1.A.12.1.4-Q96NY7,704,CDD:273344,1096.0,0.000116,45.8,177,528,50.0,633.0,982.0,"TIGR00927, retinal_rod, K+-dependent Na+/Ca+ exchanger.  [Transport and binding proteins, Cations and iron carrying compounds].",1.A.12
82,1.A.12.1.4-Q96NY7,704,CDD:237171,672.0,5.17e-08,56.1,9,204,28.0,61.0,255.0,"PRK12678, PRK12678, transcription termination factor Rho; Provisional.",1.A.12
83,1.A.12.1.4-Q96NY7,704,CDD:237171,672.0,2.6e-07,53.8,55,259,29.0,53.0,260.0,"PRK12678, PRK12678, transcription termination factor Rho; Provisional.",1.A.12
84,1.A.12.1.4-Q96NY7,704,CDD:237171,672.0,2.56e-05,47.6,232,444,30.0,73.0,280.0,"PRK12678, PRK12678, transcription termination factor Rho; Provisional.",1.A.12
85,1.A.12.1.4-Q96NY7,704,CDD:223039,1352.0,7.28e-08,55.9,1,409,58.0,13.0,416.0,"PHA03307, PHA03307, transcriptional regulator ICP4; Provisional.",1.A.12
86,1.A.12.1.4-Q96NY7,704,CDD:223039,1352.0,2.54e-06,50.9,1,409,58.0,67.0,446.0,"PHA03307, PHA03307, transcriptional regulator ICP4; Provisional.",1.A.12
87,1.A.12.1.4-Q96NY7,704,CDD:238319,71.0,8.34e-08,49.5,486,548,9.0,8.0,71.0,"cd00570, GST_N_family, Glutathione S-transferase (GST) family, N-terminal domain; a large, diverse group of cytosolic dimeric proteins involved in cellular detoxification by catalyzing the conjugation of  glutathione (GSH) with a wide range of endogenous and xenobiotic alkylating agents, including carcinogens, therapeutic drugs, environmental toxins and products of oxidative stress. In addition, GSTs also show GSH peroxidase activity and are involved in the synthesis of prostaglandins and leukotrienes. This family, also referred to as soluble GSTs, is the largest family of GSH transferases and is only distantly related to the mitochondrial GSTs (GSTK subfamily, a member of the DsbA family). Soluble GSTs bear no structural similarity to microsomal GSTs (MAPEG family) and display additional activities unique to their group, such as catalyzing thiolysis, reduction  and isomerization of certain compounds. The GST fold contains an N-terminal TRX-fold domain and a C-terminal alpha helical domain, with an active site located in a cleft between the two domains. Based on sequence similarity, different classes of GSTs have been identified, which display varying tissue distribution, substrate specificities and additional specific activities. In humans, GSTs display polymorphisms which may influence individual susceptibility to diseases such as cancer, arthritis, allergy and sclerosis. Some GST family members with non-GST functions include glutaredoxin 2, the CLIC subfamily of anion channels, prion protein Ure2p, crystallins, metaxin 2 and stringent starvation protein A.",1.A.12
88,1.A.12.1.4-Q96NY7,704,CDD:235906,830.0,2.53e-06,51.0,3,179,25.0,359.0,541.0,"PRK07003, PRK07003, DNA polymerase III subunit gamma/tau.  ",1.A.12
89,1.A.12.1.4-Q96NY7,704,CDD:235906,830.0,4.47e-05,46.8,2,153,22.0,407.0,550.0,"PRK07003, PRK07003, DNA polymerase III subunit gamma/tau.  ",1.A.12
90,1.A.12.1.4-Q96NY7,704,CDD:223003,413.0,1.02e-05,48.4,3,202,28.0,31.0,230.0,"PHA03169, PHA03169, hypothetical protein; Provisional.",1.A.12
91,1.A.12.1.4-Q96NY7,704,CDD:223003,413.0,1.68e-05,47.7,2,182,26.0,41.0,230.0,"PHA03169, PHA03169, hypothetical protein; Provisional.",1.A.12
92,1.A.12.1.4-Q96NY7,704,CDD:223003,413.0,3.71e-05,46.5,26,222,28.0,31.0,230.0,"PHA03169, PHA03169, hypothetical protein; Provisional.",1.A.12
93,1.A.12.1.4-Q96NY7,704,CDD:223003,413.0,8.46e-05,45.3,185,409,32.0,26.0,248.0,"PHA03169, PHA03169, hypothetical protein; Provisional.",1.A.12
94,1.A.12.1.4-Q96NY7,704,CDD:239358,71.0,2.78e-05,42.3,487,548,9.0,9.0,65.0,"cd03060, GST_N_Omega_like, GST_N family, Omega-like subfamily; composed of uncharacterized proteins with similarity to class Omega GSTs. GSTs are cytosolic dimeric proteins involved in cellular detoxification by catalyzing the conjugation of glutathione (GSH) with a wide range of endogenous and xenobiotic alkylating agents, including carcinogens, therapeutic drugs, environmental toxins and products of oxidative stress. The GST fold contains an N-terminal TRX-fold domain and a C-terminal alpha helical domain, with an active site located in a cleft between the two domains. Class Omega GSTs show little or no GSH-conjugating activity towards standard GST substrates. Instead, they catalyze the GSH dependent reduction of protein disulfides, dehydroascorbate and monomethylarsonate, activities which are more characteristic of glutaredoxins. Like Omega enzymes, proteins in this subfamily contain a conserved cysteine equivalent to the first cysteine in the CXXC motif of glutaredoxins, which is a redox active residue capable of reducing GSH mixed disulfides in a monothiol mechanism.",1.A.12
95,1.A.12.1.4-Q96NY7,704,CDD:237284,460.0,4.71e-05,46.5,25,184,23.0,292.0,446.0,"PRK13108, PRK13108, prolipoprotein diacylglyceryl transferase; Reviewed.",1.A.12
96,1.A.12.1.4-Q96NY7,704,CDD:237284,460.0,0.000205,44.2,115,290,25.0,286.0,459.0,"PRK13108, PRK13108, prolipoprotein diacylglyceryl transferase; Reviewed.",1.A.12
97,1.A.12.1.4-Q96NY7,704,CDD:198286,100.0,6.52e-05,42.5,540,663,18.0,1.0,91.0,"cd00299, GST_C_family, C-terminal, alpha helical domain of the Glutathione S-transferase family.  Glutathione S-transferase (GST) family, C-terminal alpha helical domain; a large, diverse group of cytosolic dimeric proteins involved in cellular detoxification by catalyzing the conjugation of  glutathione (GSH) with a wide range of endogenous and xenobiotic alkylating agents, including carcinogens, therapeutic drugs, environmental toxins and products of oxidative stress. In addition, GSTs also show GSH peroxidase activity and are involved in the synthesis of prostaglandins and leukotrienes. This family, also referred to as soluble GSTs, is the largest family of GSH transferases and is only distantly related to the mitochondrial GSTs (GSTK). Soluble GSTs bear no structural similarity to microsomal GSTs (MAPEG family) and display additional activities unique to their group, such as catalyzing thiolysis, reduction  and isomerization of certain compounds. The GST fold contains an N-terminal thioredoxin-fold domain and a C-terminal alpha helical domain, with an active site located in a cleft between the two domains. GSH binds to the N-terminal domain while the hydrophobic substrate occupies a pocket in the C-terminal domain. Based on sequence similarity, different classes of GSTs have been identified, which display varying tissue distribution, substrate specificities and additional specific activities. In humans, GSTs display polymorphisms which may influence individual susceptibility to diseases such as cancer, arthritis, allergy and sclerosis. Some GST family members with non-GST functions include glutaredoxin 2, the CLIC subfamily of anion channels, prion protein Ure2p, crystallins, metaxins, stringent starvation protein A, and aminoacyl-tRNA synthetases.",1.A.12
98,1.A.12.1.4-Q96NY7,704,CDD:223065,991.0,0.000183,45.1,5,121,17.0,694.0,804.0,"PHA03378, PHA03378, EBNA-3B; Provisional.",1.A.12
99,1.A.12.1.4-Q96NY7,704,CDD:239357,73.0,0.000303,39.6,486,550,9.0,8.0,72.0,"cd03059, GST_N_SspA, GST_N family, Stringent starvation protein A (SspA) subfamily; SspA is a RNA polymerase (RNAP)-associated protein required for the lytic development of phage P1 and for stationary phase-induced acid tolerance of E. coli. It is implicated in survival during nutrient starvation. SspA adopts the GST fold with an N-terminal TRX-fold domain and a C-terminal alpha helical domain, but it does not bind glutathione (GSH) and lacks GST activity. SspA is highly conserved among gram-negative bacteria. Related proteins found in Neisseria (called RegF), Francisella and Vibrio regulate the expression of virulence factors necessary for pathogenesis.",1.A.12
100,1.A.12.1.4-Q96NY7,704,CDD:433190,75.0,0.000552,39.1,487,555,10.0,7.0,75.0,"pfam13417, GST_N_3, Glutathione S-transferase, N-terminal domain.  ",1.A.12
